ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,PSW,PSL,MaxW,MaxL,AvgW,AvgL,player_1_won,swap,player_1,player_2,player_1_rank,player_2_rank,player_1_points,player_2_points,player_1_odds,player_2_odds
19,Indian Wells,BNP Paribas Open,2022-03-11,Masters 1000,Outdoor,Hard,1st Round,3.0,Kyrgios N.,Baez S.,132.0,7.0,493.0,4424.0,6.0,4.0,6.0,0.0,,,,,,,2.0,0.0,Completed,1.44,2.75,1.46,2.94,1.5,3.2,1.43,2.82,0,True,Baez S.,Kyrgios N.,7.0,132.0,4424.0,493.0,2.75,1.44
19,Indian Wells,BNP Paribas Open,2022-03-11,Masters 1000,Outdoor,Hard,1st Round,3.0,Martinez P.,Sousa J.,49.0,85.0,1072.0,762.0,6.0,4.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.5,2.62,1.52,2.68,1.56,2.78,1.51,2.56,0,True,Sousa J.,Martinez P.,85.0,49.0,762.0,1072.0,2.62,1.5
19,Indian Wells,BNP Paribas Open,2022-03-11,Masters 1000,Outdoor,Hard,1st Round,3.0,Korda S.,Kokkinakis T.,38.0,97.0,1289.0,681.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.57,2.37,1.6,2.52,1.65,2.52,1.61,2.31,1,False,Korda S.,Kokkinakis T.,38.0,97.0,1289.0,681.0,1.57,2.37
19,Indian Wells,BNP Paribas Open,2022-03-11,Masters 1000,Outdoor,Hard,1st Round,3.0,Otte O.,Gasquet R.,76.0,81.0,818.0,782.0,6.0,2.0,1.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,2.2,1.66,2.35,1.67,2.38,1.76,2.16,1.7,0,True,Gasquet R.,Otte O.,81.0,76.0,782.0,818.0,1.66,2.2
19,Indian Wells,BNP Paribas Open,2022-03-11,Masters 1000,Outdoor,Hard,1st Round,3.0,Ruusuvuori E.,Kohlschreiber P.,70.0,136.0,876.0,478.0,6.0,3.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.25,4.0,1.27,4.23,1.29,4.5,1.24,4.03,0,True,Kohlschreiber P.,Ruusuvuori E.,136.0,70.0,478.0,876.0,4.0,1.25
19,Indian Wells,BNP Paribas Open,2022-03-11,Masters 1000,Outdoor,Hard,1st Round,3.0,Murray A.,Daniel T.,88.0,106.0,733.0,625.0,1.0,6.0,6.0,2.0,6.0,4.0,,,,,2.0,1.0,Completed,1.4,3.0,1.46,2.93,1.5,3.0,1.42,2.87,0,True,Daniel T.,Murray A.,106.0,88.0,625.0,733.0,3.0,1.4
19,Indian Wells,BNP Paribas Open,2022-03-11,Masters 1000,Outdoor,Hard,1st Round,3.0,Munar J.,Shang J.,99.0,543.0,675.0,56.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.25,4.0,1.26,4.38,1.28,4.4,1.23,4.11,1,False,Munar J.,Shang J.,99.0,543.0,675.0,56.0,1.25,4.0
19,Indian Wells,BNP Paribas Open,2022-03-11,Masters 1000,Outdoor,Hard,1st Round,3.0,Thompson J.,Goffin D.,78.0,71.0,800.0,861.0,4.0,6.0,7.0,5.0,7.0,6.0,,,,,2.0,1.0,Completed,2.37,1.57,2.49,1.6,2.5,1.6,2.39,1.57,0,True,Goffin D.,Thompson J.,71.0,78.0,861.0,800.0,1.57,2.37
19,Indian Wells,BNP Paribas Open,2022-03-11,Masters 1000,Outdoor,Hard,1st Round,3.0,Koepfer D.,Paire B.,51.0,53.0,1054.0,1040.0,2.0,6.0,7.0,5.0,6.0,4.0,,,,,2.0,1.0,Completed,1.9,1.9,2.11,1.81,2.11,1.95,1.96,1.85,0,True,Paire B.,Koepfer D.,53.0,51.0,1040.0,1054.0,1.9,1.9
19,Indian Wells,BNP Paribas Open,2022-03-11,Masters 1000,Outdoor,Hard,1st Round,3.0,Kecmanovic M.,Broady L.,61.0,124.0,921.0,528.0,6.0,4.0,4.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,1.44,2.75,1.49,2.83,1.5,2.86,1.45,2.73,1,False,Kecmanovic M.,Broady L.,61.0,124.0,921.0,528.0,1.44,2.75
19,Indian Wells,BNP Paribas Open,2022-03-11,Masters 1000,Outdoor,Hard,1st Round,3.0,Paul T.,Kukushkin M.,39.0,154.0,1252.0,386.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.22,4.33,1.25,4.41,1.25,4.5,1.23,4.11,1,False,Paul T.,Kukushkin M.,39.0,154.0,1252.0,386.0,1.22,4.33
19,Indian Wells,BNP Paribas Open,2022-03-12,Masters 1000,Outdoor,Hard,1st Round,3.0,Rune H.,Humbert U.,86.0,42.0,750.0,1178.0,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,2.0,1.8,2.06,1.86,2.06,1.93,1.98,1.82,1,False,Rune H.,Humbert U.,86.0,42.0,750.0,1178.0,2.0,1.8
19,Indian Wells,BNP Paribas Open,2022-03-12,Masters 1000,Outdoor,Hard,1st Round,3.0,Millman J.,Struff J.L.,77.0,58.0,818.0,984.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.53,2.5,,,1.55,2.7,1.52,2.51,1,False,Millman J.,Struff J.L.,77.0,58.0,818.0,984.0,1.53,2.5
19,Indian Wells,BNP Paribas Open,2022-03-12,Masters 1000,Outdoor,Hard,1st Round,3.0,Bagnis F.,Laaksonen H.,82.0,87.0,781.0,741.0,6.0,3.0,7.0,6.0,,,,,,,2.0,0.0,Completed,2.37,1.57,2.54,1.58,2.61,1.66,2.42,1.56,1,False,Bagnis F.,Laaksonen H.,82.0,87.0,781.0,741.0,2.37,1.57
19,Indian Wells,BNP Paribas Open,2022-03-12,Masters 1000,Outdoor,Hard,1st Round,3.0,Johnson S.,Altmaier D.,115.0,79.0,594.0,797.0,6.0,3.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.9,1.9,1.9,2.0,2.0,2.1,1.87,1.94,1,False,Johnson S.,Altmaier D.,115.0,79.0,594.0,797.0,1.9,1.9
19,Indian Wells,BNP Paribas Open,2022-03-12,Masters 1000,Outdoor,Hard,1st Round,3.0,Majchrzak K.,Bedene A.,75.0,133.0,823.0,485.0,6.0,1.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.22,4.33,1.25,4.42,1.25,4.55,1.22,4.23,1,False,Majchrzak K.,Bedene A.,75.0,133.0,823.0,485.0,1.22,4.33
19,Indian Wells,BNP Paribas Open,2022-03-12,Masters 1000,Outdoor,Hard,1st Round,3.0,Van De Zandschulp B.,Sandgren T.,47.0,153.0,1096.0,396.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.33,3.4,1.42,3.14,1.42,3.4,1.37,3.07,0,True,Sandgren T.,Van De Zandschulp B.,153.0,47.0,396.0,1096.0,3.4,1.33
19,Indian Wells,BNP Paribas Open,2022-03-12,Masters 1000,Outdoor,Hard,1st Round,3.0,Querrey S.,Griekspoor T.,114.0,54.0,595.0,1024.0,6.0,7.0,6.0,2.0,6.0,4.0,,,,,2.0,1.0,Completed,4.33,1.22,4.51,1.25,4.6,1.26,4.2,1.23,1,False,Querrey S.,Griekspoor T.,114.0,54.0,595.0,1024.0,4.33,1.22
19,Indian Wells,BNP Paribas Open,2022-03-12,Masters 1000,Outdoor,Hard,1st Round,3.0,Nakashima B.,Mannarino A.,80.0,66.0,793.0,904.0,6.0,2.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.57,2.37,1.63,2.44,1.75,2.45,1.6,2.33,1,False,Nakashima B.,Mannarino A.,80.0,66.0,793.0,904.0,1.57,2.37
19,Indian Wells,BNP Paribas Open,2022-03-12,Masters 1000,Outdoor,Hard,2nd Round,3.0,Alcaraz C.,Mcdonald M.,19.0,59.0,2056.0,976.0,6.0,3.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.25,4.0,1.26,4.38,1.29,4.65,1.24,4.05,0,True,Mcdonald M.,Alcaraz C.,59.0,19.0,976.0,2056.0,4.0,1.25
19,Indian Wells,BNP Paribas Open,2022-03-12,Masters 1000,Outdoor,Hard,2nd Round,3.0,Medvedev D.,Machac T.,1.0,158.0,8615.0,379.0,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.05,11.0,1.06,11.77,1.06,13.0,1.05,10.75,0,True,Machac T.,Medvedev D.,158.0,1.0,379.0,8615.0,11.0,1.05
19,Indian Wells,BNP Paribas Open,2022-03-12,Masters 1000,Outdoor,Hard,2nd Round,3.0,Bautista Agut R.,Wolf J.J.,15.0,209.0,2480.0,274.0,6.0,3.0,6.0,7.0,7.0,6.0,,,,,2.0,1.0,Completed,1.22,4.33,1.24,4.55,1.25,4.65,1.22,4.34,1,False,Bautista Agut R.,Wolf J.J.,15.0,209.0,2480.0,274.0,1.22,4.33
19,Indian Wells,BNP Paribas Open,2022-03-12,Masters 1000,Outdoor,Hard,2nd Round,3.0,Evans D.,Coria F.,29.0,65.0,1542.0,906.0,6.0,2.0,6.0,0.0,,,,,,,2.0,0.0,Completed,1.14,5.5,1.18,5.65,1.18,6.1,1.15,5.39,1,False,Evans D.,Coria F.,29.0,65.0,1542.0,906.0,1.14,5.5
19,Indian Wells,BNP Paribas Open,2022-03-12,Masters 1000,Outdoor,Hard,2nd Round,3.0,Nadal R.,Korda S.,4.0,38.0,6515.0,1289.0,6.0,2.0,1.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed,1.12,6.0,1.13,7.05,1.17,7.05,1.13,6.09,0,True,Korda S.,Nadal R.,38.0,4.0,1289.0,6515.0,6.0,1.12
19,Indian Wells,BNP Paribas Open,2022-03-12,Masters 1000,Outdoor,Hard,2nd Round,3.0,Opelka R.,Musetti L.,17.0,56.0,2156.0,1000.0,6.0,1.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.44,2.75,1.45,2.99,1.47,3.0,1.43,2.84,0,True,Musetti L.,Opelka R.,56.0,17.0,1000.0,2156.0,2.75,1.44
19,Indian Wells,BNP Paribas Open,2022-03-12,Masters 1000,Outdoor,Hard,2nd Round,3.0,Norrie C.,Martinez P.,12.0,49.0,3305.0,1072.0,6.0,3.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.2,4.5,1.2,5.23,1.24,5.23,1.2,4.6,1,False,Norrie C.,Martinez P.,12.0,49.0,3305.0,1072.0,1.2,4.5
19,Indian Wells,BNP Paribas Open,2022-03-12,Masters 1000,Outdoor,Hard,2nd Round,3.0,Ruud C.,Eubanks C.,8.0,157.0,3915.0,380.0,7.0,6.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.2,4.5,1.17,5.94,1.22,5.94,1.17,5.07,1,False,Ruud C.,Eubanks C.,8.0,157.0,3915.0,380.0,1.2,4.5
19,Indian Wells,BNP Paribas Open,2022-03-12,Masters 1000,Outdoor,Hard,2nd Round,3.0,Monfils G.,Krajinovic F.,28.0,40.0,1633.0,1212.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.44,2.75,1.55,2.65,1.64,2.79,1.5,2.57,0,True,Krajinovic F.,Monfils G.,40.0,28.0,1212.0,1633.0,2.75,1.44
19,Indian Wells,BNP Paribas Open,2022-03-12,Masters 1000,Outdoor,Hard,2nd Round,3.0,Shapovalov D.,Davidovich Fokina A.,13.0,45.0,3020.0,1115.0,4.0,6.0,6.0,4.0,6.0,2.0,,,,,2.0,1.0,Completed,1.4,3.0,1.45,2.97,1.45,3.05,1.42,2.87,1,False,Shapovalov D.,Davidovich Fokina A.,13.0,45.0,3020.0,1115.0,1.4,3.0
19,Indian Wells,BNP Paribas Open,2022-03-12,Masters 1000,Outdoor,Hard,2nd Round,3.0,Bonzi B.,Sonego L.,62.0,21.0,909.0,1937.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.9,1.9,1.99,1.92,2.1,2.0,1.93,1.87,1,False,Bonzi B.,Sonego L.,62.0,21.0,909.0,1937.0,1.9,1.9
19,Indian Wells,BNP Paribas Open,2022-03-13,Masters 1000,Outdoor,Hard,2nd Round,3.0,Sinner J.,Djere L.,10.0,52.0,3495.0,1041.0,6.0,3.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.11,6.5,1.11,8.33,1.13,8.33,1.1,7.17,0,True,Djere L.,Sinner J.,52.0,10.0,1041.0,3495.0,6.5,1.11
19,Indian Wells,BNP Paribas Open,2022-03-13,Masters 1000,Outdoor,Hard,2nd Round,3.0,Tsitsipas S.,Sock J.,5.0,147.0,6325.0,429.0,7.0,6.0,3.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed,1.16,5.0,1.19,5.46,1.19,5.6,1.16,5.14,0,True,Sock J.,Tsitsipas S.,147.0,5.0,429.0,6325.0,5.0,1.16
19,Indian Wells,BNP Paribas Open,2022-03-13,Masters 1000,Outdoor,Hard,2nd Round,3.0,Basilashvili N.,Fognini F.,18.0,36.0,2121.0,1359.0,,,,,,,,,,,,,Retired,1.8,2.0,1.98,1.93,1.98,2.0,1.89,1.92,0,True,Fognini F.,Basilashvili N.,36.0,18.0,1359.0,2121.0,2.0,1.8
19,Indian Wells,BNP Paribas Open,2022-03-13,Masters 1000,Outdoor,Hard,2nd Round,3.0,Brooksby J.,Khachanov K.,43.0,26.0,1153.0,1680.0,6.0,0.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.9,1.9,1.88,2.02,2.0,2.03,1.88,1.92,1,False,Brooksby J.,Khachanov K.,43.0,26.0,1153.0,1680.0,1.9,1.9
19,Indian Wells,BNP Paribas Open,2022-03-13,Masters 1000,Outdoor,Hard,2nd Round,3.0,Kyrgios N.,Delbonis F.,132.0,34.0,493.0,1382.0,6.0,2.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.16,5.0,1.2,5.17,1.21,5.37,1.17,4.96,1,False,Kyrgios N.,Delbonis F.,132.0,34.0,493.0,1382.0,1.16,5.0
19,Indian Wells,BNP Paribas Open,2022-03-13,Masters 1000,Outdoor,Hard,2nd Round,3.0,Kecmanovic M.,Cilic M.,61.0,24.0,921.0,1785.0,6.0,7.0,6.0,3.0,7.0,6.0,,,,,2.0,1.0,Completed,2.37,1.57,2.43,1.62,2.43,1.66,2.33,1.6,0,True,Cilic M.,Kecmanovic M.,24.0,61.0,1785.0,921.0,1.57,2.37
19,Indian Wells,BNP Paribas Open,2022-03-13,Masters 1000,Outdoor,Hard,2nd Round,3.0,Isner J.,Querrey S.,23.0,114.0,1801.0,595.0,7.0,6.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.36,3.2,1.36,3.4,1.42,3.4,1.36,3.14,1,False,Isner J.,Querrey S.,23.0,114.0,1801.0,595.0,1.36,3.2
19,Indian Wells,BNP Paribas Open,2022-03-13,Masters 1000,Outdoor,Hard,2nd Round,3.0,Johnson S.,Karatsev A.,115.0,22.0,594.0,1933.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.75,1.44,2.94,1.45,3.0,1.48,2.78,1.44,1,False,Johnson S.,Karatsev A.,115.0,22.0,594.0,1933.0,2.75,1.44
19,Indian Wells,BNP Paribas Open,2022-03-13,Masters 1000,Outdoor,Hard,2nd Round,3.0,Rublev A.,Koepfer D.,7.0,51.0,4590.0,1054.0,7.0,5.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.07,9.0,1.07,10.18,1.08,10.18,1.06,8.9,1,False,Rublev A.,Koepfer D.,7.0,51.0,4590.0,1054.0,1.07,9.0
19,Indian Wells,BNP Paribas Open,2022-03-13,Masters 1000,Outdoor,Hard,2nd Round,3.0,Bublik A.,Murray A.,33.0,88.0,1391.0,733.0,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed,2.3,1.61,2.43,1.62,2.45,1.7,2.29,1.62,1,False,Bublik A.,Murray A.,33.0,88.0,1391.0,733.0,2.3,1.61
19,Indian Wells,BNP Paribas Open,2022-03-13,Masters 1000,Outdoor,Hard,2nd Round,3.0,Van De Zandschulp B.,Auger-Aliassime F.,47.0,9.0,1096.0,3883.0,7.0,6.0,6.0,7.0,6.0,3.0,,,,,2.0,1.0,Completed,3.75,1.28,4.42,1.25,4.42,1.3,3.76,1.27,1,False,Van De Zandschulp B.,Auger-Aliassime F.,47.0,9.0,1096.0,3883.0,3.75,1.28
19,Indian Wells,BNP Paribas Open,2022-03-13,Masters 1000,Outdoor,Hard,2nd Round,3.0,Fritz T.,Majchrzak K.,20.0,75.0,2010.0,823.0,6.0,1.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.22,4.33,1.24,4.44,1.25,4.5,1.23,4.17,0,True,Majchrzak K.,Fritz T.,75.0,20.0,823.0,2010.0,4.33,1.22
19,Indian Wells,BNP Paribas Open,2022-03-13,Masters 1000,Outdoor,Hard,2nd Round,3.0,Hurkacz H.,Otte O.,11.0,76.0,3468.0,818.0,6.0,3.0,3.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,1.22,4.33,1.24,4.55,1.27,4.6,1.22,4.34,0,True,Otte O.,Hurkacz H.,76.0,11.0,818.0,3468.0,4.33,1.22
19,Indian Wells,BNP Paribas Open,2022-03-13,Masters 1000,Outdoor,Hard,2nd Round,3.0,Schwartzman D.,Ruusuvuori E.,14.0,70.0,2660.0,876.0,5.0,7.0,6.0,3.0,6.0,3.0,,,,,2.0,1.0,Completed,1.66,2.2,1.69,2.28,1.73,2.36,1.66,2.22,0,True,Ruusuvuori E.,Schwartzman D.,70.0,14.0,876.0,2660.0,2.2,1.66
19,Indian Wells,BNP Paribas Open,2022-03-13,Masters 1000,Outdoor,Hard,2nd Round,3.0,Harris L.,Bagnis F.,32.0,82.0,1393.0,781.0,6.0,3.0,4.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,1.61,2.3,1.64,2.38,1.72,2.45,1.62,2.29,1,False,Harris L.,Bagnis F.,32.0,82.0,1393.0,781.0,1.61,2.3
19,Indian Wells,BNP Paribas Open,2022-03-13,Masters 1000,Outdoor,Hard,2nd Round,3.0,Berrettini M.,Rune H.,6.0,86.0,4928.0,750.0,6.0,3.0,4.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,1.3,3.5,1.33,3.59,1.37,3.85,1.32,3.36,0,True,Rune H.,Berrettini M.,86.0,6.0,750.0,4928.0,3.5,1.3
19,Indian Wells,BNP Paribas Open,2022-03-14,Masters 1000,Outdoor,Hard,2nd Round,3.0,Tiafoe F.,Nakashima B.,30.0,80.0,1463.0,793.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.5,1.53,2.59,1.56,2.6,1.6,2.49,1.53,1,False,Tiafoe F.,Nakashima B.,30.0,80.0,1463.0,793.0,2.5,1.53
19,Indian Wells,BNP Paribas Open,2022-03-14,Masters 1000,Outdoor,Hard,2nd Round,3.0,De Minaur A.,Millman J.,31.0,77.0,1451.0,818.0,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.33,3.4,1.37,3.35,1.38,3.54,1.35,3.19,0,True,Millman J.,De Minaur A.,77.0,31.0,818.0,1451.0,3.4,1.33
19,Indian Wells,BNP Paribas Open,2022-03-14,Masters 1000,Outdoor,Hard,2nd Round,3.0,Dimitrov G.,Thompson J.,35.0,78.0,1381.0,800.0,7.0,6.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.3,3.5,1.36,3.4,1.36,3.5,1.33,3.3,1,False,Dimitrov G.,Thompson J.,35.0,78.0,1381.0,800.0,1.3,3.5
19,Indian Wells,BNP Paribas Open,2022-03-14,Masters 1000,Outdoor,Hard,2nd Round,3.0,Munar J.,Carreno Busta P.,99.0,16.0,675.0,2220.0,4.0,6.0,6.0,4.0,7.0,6.0,,,,,2.0,1.0,Completed,3.2,1.36,3.0,1.44,3.32,1.44,2.95,1.4,0,True,Carreno Busta P.,Munar J.,16.0,99.0,2220.0,675.0,1.36,3.2
19,Indian Wells,BNP Paribas Open,2022-03-14,Masters 1000,Outdoor,Hard,2nd Round,3.0,Paul T.,Zverev A.,39.0,3.0,1252.0,7515.0,6.0,2.0,4.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed,4.0,1.25,3.98,1.29,4.22,1.29,3.87,1.26,1,False,Paul T.,Zverev A.,39.0,3.0,1252.0,7515.0,4.0,1.25
19,Indian Wells,BNP Paribas Open,2022-03-14,Masters 1000,Outdoor,Hard,3rd Round,3.0,Alcaraz C.,Bautista Agut R.,19.0,15.0,2056.0,2480.0,6.0,2.0,6.0,0.0,,,,,,,2.0,0.0,Completed,1.44,2.75,1.46,2.93,1.46,3.05,1.43,2.83,1,False,Alcaraz C.,Bautista Agut R.,19.0,15.0,2056.0,2480.0,1.44,2.75
19,Indian Wells,BNP Paribas Open,2022-03-14,Masters 1000,Outdoor,Hard,3rd Round,3.0,Monfils G.,Medvedev D.,28.0,1.0,1633.0,8615.0,4.0,6.0,6.0,3.0,6.0,1.0,,,,,2.0,1.0,Completed,6.0,1.12,7.08,1.13,7.25,1.19,6.28,1.12,0,True,Medvedev D.,Monfils G.,1.0,28.0,8615.0,1633.0,1.12,6.0
19,Indian Wells,BNP Paribas Open,2022-03-14,Masters 1000,Outdoor,Hard,3rd Round,3.0,Nadal R.,Evans D.,4.0,29.0,6515.0,1542.0,7.0,5.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.12,6.0,1.11,8.3,1.16,8.3,1.11,6.51,0,True,Evans D.,Nadal R.,29.0,4.0,1542.0,6515.0,6.0,1.12
19,Indian Wells,BNP Paribas Open,2022-03-14,Masters 1000,Outdoor,Hard,3rd Round,3.0,Opelka R.,Shapovalov D.,17.0,13.0,2156.0,3020.0,6.0,7.0,6.0,4.0,6.0,4.0,,,,,2.0,1.0,Completed,2.0,1.8,2.03,1.88,2.05,1.95,1.95,1.85,1,False,Opelka R.,Shapovalov D.,17.0,13.0,2156.0,3020.0,2.0,1.8
19,Indian Wells,BNP Paribas Open,2022-03-15,Masters 1000,Outdoor,Hard,3rd Round,3.0,Sinner J.,Bonzi B.,10.0,62.0,3495.0,909.0,7.0,6.0,3.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,1.22,4.33,1.25,4.44,1.25,4.91,1.23,4.13,1,False,Sinner J.,Bonzi B.,10.0,62.0,3495.0,909.0,1.22,4.33
19,Indian Wells,BNP Paribas Open,2022-03-15,Masters 1000,Outdoor,Hard,3rd Round,3.0,Brooksby J.,Tsitsipas S.,43.0,5.0,1153.0,6325.0,1.0,6.0,6.0,3.0,6.0,2.0,,,,,2.0,1.0,Completed,2.3,1.61,2.34,1.68,2.5,1.68,2.35,1.6,1,False,Brooksby J.,Tsitsipas S.,43.0,5.0,1153.0,6325.0,2.3,1.61
19,Indian Wells,BNP Paribas Open,2022-03-15,Masters 1000,Outdoor,Hard,3rd Round,3.0,Norrie C.,Basilashvili N.,12.0,18.0,3305.0,2121.0,3.0,6.0,6.0,3.0,6.0,1.0,,,,,2.0,1.0,Completed,1.22,4.33,1.24,4.54,1.24,4.8,1.2,4.48,0,True,Basilashvili N.,Norrie C.,18.0,12.0,2121.0,3305.0,4.33,1.22
19,Indian Wells,BNP Paribas Open,2022-03-15,Masters 1000,Outdoor,Hard,3rd Round,3.0,Kyrgios N.,Ruud C.,132.0,8.0,493.0,3915.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.0,1.8,2.06,1.85,2.07,1.87,1.99,1.82,1,False,Kyrgios N.,Ruud C.,132.0,8.0,493.0,3915.0,2.0,1.8
19,Indian Wells,BNP Paribas Open,2022-03-15,Masters 1000,Outdoor,Hard,3rd Round,3.0,Kecmanovic M.,Van De Zandschulp B.,61.0,47.0,921.0,1096.0,7.0,6.0,7.0,5.0,,,,,,,2.0,0.0,Completed,2.3,1.61,2.31,1.69,2.45,1.69,2.31,1.62,0,True,Van De Zandschulp B.,Kecmanovic M.,47.0,61.0,1096.0,921.0,1.61,2.3
19,Indian Wells,BNP Paribas Open,2022-03-15,Masters 1000,Outdoor,Hard,3rd Round,3.0,Berrettini M.,Harris L.,6.0,32.0,4928.0,1393.0,6.0,4.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.25,4.0,1.3,3.92,1.3,4.36,1.27,3.79,1,False,Berrettini M.,Harris L.,6.0,32.0,4928.0,1393.0,1.25,4.0
19,Indian Wells,BNP Paribas Open,2022-03-15,Masters 1000,Outdoor,Hard,3rd Round,3.0,Fritz T.,Munar J.,20.0,99.0,2010.0,675.0,6.0,4.0,2.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed,1.2,4.5,1.18,5.76,1.2,5.85,1.16,5.28,1,False,Fritz T.,Munar J.,20.0,99.0,2010.0,675.0,1.2,4.5
19,Indian Wells,BNP Paribas Open,2022-03-15,Masters 1000,Outdoor,Hard,3rd Round,3.0,De Minaur A.,Paul T.,31.0,39.0,1451.0,1252.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.0,1.8,2.18,1.77,2.18,1.92,1.99,1.82,0,True,Paul T.,De Minaur A.,39.0,31.0,1252.0,1451.0,1.8,2.0
19,Indian Wells,BNP Paribas Open,2022-03-15,Masters 1000,Outdoor,Hard,3rd Round,3.0,Isner J.,Schwartzman D.,23.0,14.0,1801.0,2660.0,7.0,5.0,6.0,3.0,,,,,,,2.0,0.0,Completed,2.0,1.8,2.08,1.84,2.19,1.85,2.04,1.78,1,False,Isner J.,Schwartzman D.,23.0,14.0,1801.0,2660.0,2.0,1.8
19,Indian Wells,BNP Paribas Open,2022-03-16,Masters 1000,Outdoor,Hard,3rd Round,3.0,Hurkacz H.,Johnson S.,11.0,115.0,3468.0,594.0,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.28,3.75,1.32,3.76,1.35,3.94,1.29,3.6,1,False,Hurkacz H.,Johnson S.,11.0,115.0,3468.0,594.0,1.28,3.75
19,Indian Wells,BNP Paribas Open,2022-03-16,Masters 1000,Outdoor,Hard,3rd Round,3.0,Dimitrov G.,Bublik A.,35.0,33.0,1381.0,1391.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.8,2.0,1.83,2.09,1.9,2.1,1.81,2.0,0,True,Bublik A.,Dimitrov G.,33.0,35.0,1391.0,1381.0,2.0,1.8
19,Indian Wells,BNP Paribas Open,2022-03-16,Masters 1000,Outdoor,Hard,3rd Round,3.0,Rublev A.,Tiafoe F.,7.0,30.0,4590.0,1463.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.36,3.2,1.43,3.06,1.46,3.3,1.41,2.92,0,True,Tiafoe F.,Rublev A.,30.0,7.0,1463.0,4590.0,3.2,1.36
19,Indian Wells,BNP Paribas Open,2022-03-16,Masters 1000,Outdoor,Hard,4th Round,3.0,Kecmanovic M.,Berrettini M.,61.0,6.0,921.0,4928.0,6.0,3.0,6.0,7.0,6.0,4.0,,,,,2.0,1.0,Completed,3.0,1.4,3.01,1.44,3.08,1.45,2.9,1.41,1,False,Kecmanovic M.,Berrettini M.,61.0,6.0,921.0,4928.0,3.0,1.4
19,Indian Wells,BNP Paribas Open,2022-03-16,Masters 1000,Outdoor,Hard,4th Round,3.0,Fritz T.,De Minaur A.,20.0,31.0,2010.0,1451.0,3.0,6.0,6.0,4.0,7.0,6.0,,,,,2.0,1.0,Completed,1.72,2.1,1.71,2.26,1.76,2.26,1.71,2.14,1,False,Fritz T.,De Minaur A.,20.0,31.0,2010.0,1451.0,1.72,2.1
